Nanometer,Radiance(mW/m2/nm)
1102.41,575.75
1102.54,578.23
1102.66,580.38
1102.78,582.42
1102.9,585.24
1103.02,587.05
1103.14,588.36
1103.27,588.67
1103.39,587.78
1103.51,586.92
1103.63,586.69
1103.75,586.15
1103.88,586.09
1104.0,586.49
1104.12,586.5
1104.24,585.73
1104.36,584.28
1104.48,583.39
1104.61,583.43
1104.73,583.68
1104.85,584.36
1104.97,585.35
1105.09,585.28
1105.22,584.91
1105.34,584.28
1105.46,583.82
1105.58,584.08
1105.7,584.57
1105.83,584.87
1105.95,584.89
1106.07,584.38
1106.19,583.56
1106.32,582.87
1106.44,581.85
1106.56,581.81
1106.68,582.0
1106.81,581.97
1106.93,581.58
1107.05,581.37
1107.18,581.14
1107.3,581.04
1107.42,580.71
1107.54,580.85
1107.67,581.27
1107.79,581.05
1107.91,580.8
1108.03,581.13
1108.16,581.62
1108.28,581.88
1108.4,581.84
1108.53,581.61
1108.65,580.94
1108.77,580.32
1108.89,579.99
1109.02,580.5
1109.14,580.86
1109.26,581.11
1109.39,581.15
1109.51,581.31
1109.63,580.5
1109.76,580.21
1109.88,580.78
1110.0,581.33
1110.12,581.2
1110.25,581.44
1110.37,581.44
1110.49,581.1
1110.62,579.97
1110.74,578.99
1110.86,578.67
1110.99,577.85
1111.11,577.16
1111.23,577.4
1111.36,577.25
1111.48,576.02
1111.6,574.43
1111.73,573.4
1111.85,572.22
1111.98,571.91
1112.1,572.53
1112.22,573.56
1112.35,573.73
1112.47,573.47
1112.59,572.03
1112.72,571.22
1112.84,570.59
1112.97,570.23
1113.09,570.21
1113.21,571.17
1113.34,571.71
1113.46,572.3
1113.59,571.85
1113.71,572.48
1113.83,573.79
1113.96,574.7
1114.08,575.65
1114.21,577.09
1114.33,577.62
1114.45,576.84
1114.58,575.95
1114.7,575.37
1114.83,574.94
1114.95,573.85
1115.08,573.08
1115.2,572.27
1115.32,571.1
1115.45,569.92
1115.57,569.47
1115.7,569.58
1115.82,569.72
1115.95,570.12
1116.07,571.08
1116.2,571.9
1116.32,571.95
1116.44,572.77
1116.57,573.55
1116.69,574.18
1116.82,574.89
1116.94,575.74
1117.07,575.79
1117.19,575.6
1117.32,574.98
1117.44,574.18
1117.57,573.74
1117.69,572.94
1117.82,572.85
1117.94,572.93
1118.07,572.74
1118.19,572.31
1118.32,570.45
1118.44,567.97
1118.57,565.47
1118.69,563.1
1118.82,561.45
1118.94,561.25
1119.07,561.35
1119.19,560.83
1119.32,560.56
1119.44,561.01
1119.57,561.53
1119.69,561.75
1119.82,562.46
1119.95,562.73
1120.07,561.73
1120.2,560.59
1120.32,560.55
1120.45,560.61
1120.57,561.28
1120.7,562.3
1120.82,563.59
1120.95,563.93
1121.08,564.44
1121.2,564.85
1121.33,565.33
1121.45,565.66
1121.58,566.4
1121.7,566.87
1121.83,567.17
1121.96,567.46
1122.08,567.88
1122.21,568.15
1122.33,568.21
1122.46,567.72
1122.59,567.22
1122.71,566.58
1122.84,566.12
1122.96,566.02
1123.09,566.41
1123.22,566.8
1123.34,566.93
1123.47,566.89
1123.59,567.02
1123.72,567.01
1123.85,566.77
1123.97,565.92
1124.1,564.74
1124.23,563.45
1124.35,562.3
1124.48,561.31
1124.61,560.42
1124.73,559.2
1124.86,556.68
1124.99,552.97
1125.11,549.31
1125.24,546.49
1125.37,544.32
1125.49,543.07
1125.62,542.58
1125.75,542.43
1125.87,542.81
1126.0,544.56
1126.13,547.87
1126.25,552.04
1126.38,555.59
1126.51,558.18
1126.63,559.5
1126.76,559.81
1126.89,559.75
1127.02,559.54
1127.14,559.25
1127.27,558.32
1127.4,556.64
1127.52,554.94
1127.65,553.71
1127.78,552.92
1127.9,553.0
1128.03,553.91
1128.16,554.86
1128.29,555.66
1128.41,556.61
1128.54,556.62
1128.67,555.99
1128.8,555.17
1128.92,553.99
1129.05,552.05
1129.18,550.27
1129.31,548.7
1129.43,546.62
1129.56,545.06
1129.69,545.08
1129.82,545.65
1129.94,546.38
1130.07,548.06
1130.2,549.85
1130.33,550.49
1130.45,551.24
1130.58,552.45
1130.71,553.15
1130.84,553.5
1130.97,553.76
1131.09,553.58
1131.22,552.74
1131.35,552.27
1131.48,552.28
1131.61,552.56
1131.73,553.12
1131.86,553.56
1131.99,553.83
1132.12,554.02
1132.25,554.28
1132.38,554.19
1132.5,553.55
1132.63,552.22
1132.76,550.22
1132.89,547.79
1133.02,545.73
1133.15,544.33
1133.27,543.48
1133.4,542.57
1133.53,542.09
1133.66,542.29
1133.79,543.09
1133.92,544.42
1134.04,546.66
1134.17,548.93
1134.3,550.53
1134.43,551.6
1134.56,552.55
1134.69,553.01
1134.82,552.92
1134.94,552.43
1135.07,551.68
1135.2,550.48
1135.33,549.18
1135.46,548.11
1135.59,547.51
1135.72,547.27
1135.85,547.39
1135.98,548.01
1136.1,549.05
1136.23,550.12
1136.36,551.16
1136.49,552.12
1136.62,552.6
1136.75,552.43
1136.88,551.28
1137.01,549.35
1137.14,547.21
1137.27,545.14
1137.4,543.39
1137.53,542.0
1137.66,540.18
1137.79,538.19
1137.92,536.73
1138.05,536.17
1138.17,536.51
1138.3,537.84
1138.43,539.09
1138.56,539.08
1138.69,538.53
1138.82,538.53
1138.95,538.72
1139.08,539.31
1139.21,540.38
1139.34,540.71
1139.47,540.0
1139.6,539.7
1139.73,539.98
1139.86,539.41
1139.99,538.54
1140.12,537.59
1140.25,536.04
1140.38,534.18
1140.51,533.14
1140.64,532.62
1140.77,532.05
1140.9,531.87
1141.03,532.54
1141.16,533.9
1141.29,535.69
1141.42,537.7
1141.55,539.74
1141.68,541.01
1141.81,540.96
1141.94,540.28
1142.07,539.71
1142.2,538.88
1142.33,537.61
1142.46,537.23
1142.6,537.22
1142.73,537.01
1142.86,537.33
1142.99,538.53
1143.12,539.8
1143.25,541.04
1143.38,541.63
1143.51,540.95
1143.64,539.41
1143.77,537.83
1143.9,536.18
1144.03,535.05
1144.17,534.4
1144.3,533.76
1144.43,533.37
1144.56,533.78
1144.69,534.85
1144.82,536.23
1144.95,537.7
1145.08,538.86
1145.21,539.47
1145.34,539.69
1145.47,539.79
1145.61,540.31
1145.74,541.21
1145.87,541.83
1146.0,542.3
1146.13,542.84
1146.26,543.12
1146.4,543.28
1146.53,543.7
1146.66,543.97
1146.79,543.72
1146.92,543.27
1147.05,542.74
1147.18,542.09
1147.31,541.61
1147.45,541.32
1147.58,540.97
1147.71,540.37
1147.84,539.89
1147.97,539.39
1148.11,538.81
1148.24,538.33
1148.37,537.87
1148.5,537.35
1148.63,537.06
1148.77,537.18
1148.9,537.3
1149.03,537.15
1149.16,537.05
1149.29,537.05
1149.43,537.04
1149.56,537.12
1149.69,537.39
1149.82,537.11
1149.95,536.25
1150.09,535.59
1150.22,535.32
1150.35,535.25
1150.48,535.55
1150.62,536.02
1150.75,536.11
1150.88,535.93
1151.01,535.94
1151.15,535.94
1151.28,535.89
1151.41,535.66
1151.54,535.12
1151.68,534.24
1151.81,533.08
1151.94,532.02
1152.07,531.22
1152.21,530.65
1152.34,530.26
1152.47,530.29
1152.6,530.68
1152.74,531.15
1152.87,531.88
1153.0,532.72
1153.14,533.48
1153.27,534.13
1153.4,534.82
1153.54,535.32
1153.67,535.43
1153.8,535.43
1153.94,535.43
1154.07,535.38
1154.2,535.26
1154.33,535.29
1154.47,535.3
1154.6,535.13
1154.73,535.07
1154.87,534.95
1155.0,534.3
1155.14,533.42
1155.27,532.67
1155.4,531.62
1155.54,530.4
1155.67,529.78
1155.8,529.54
1155.94,529.27
1156.07,529.39
1156.2,529.96
1156.34,530.56
1156.47,531.17
1156.6,531.73
1156.74,531.87
1156.87,531.7
1157.01,531.34
1157.14,530.91
1157.27,530.58
1157.41,530.36
1157.54,530.12
1157.68,530.1
1157.81,530.35
1157.94,530.54
1158.08,530.45
1158.21,530.2
1158.35,529.93
1158.48,529.27
1158.61,528.1
1158.75,526.49
1158.88,523.91
1159.02,520.38
1159.15,517.4
1159.29,515.35
1159.42,514.16
1159.56,514.01
1159.69,514.8
1159.82,515.48
1159.96,516.76
1160.09,518.92
1160.23,520.3
1160.36,520.53
1160.5,519.99
1160.63,517.36
1160.77,513.25
1160.9,510.24
1161.04,508.25
1161.17,506.35
1161.31,506.34
1161.44,507.6
1161.57,508.78
1161.71,511.18
1161.84,515.02
1161.98,518.31
1162.11,521.03
1162.25,523.66
1162.39,524.79
1162.52,524.67
1162.66,524.5
1162.79,524.27
1162.93,524.0
1163.06,524.08
1163.2,524.21
1163.33,522.9
1163.47,520.72
1163.6,518.96
1163.74,517.13
1163.87,515.41
1164.01,514.83
1164.14,514.85
1164.28,514.0
1164.42,514.01
1164.55,515.02
1164.69,516.3
1164.82,517.76
1164.96,519.4
1165.09,520.17
1165.23,519.75
1165.36,518.59
1165.5,516.75
1165.64,514.96
1165.77,513.42
1165.91,512.43
1166.05,512.29
1166.18,513.0
1166.32,513.76
1166.45,514.18
1166.59,514.63
1166.72,515.31
1166.86,515.82
1167.0,516.37
1167.13,517.14
1167.27,517.53
1167.41,517.33
1167.54,517.61
1167.68,518.37
1167.81,519.08
1167.95,519.79
1168.09,520.47
1168.22,520.55
1168.36,519.9
1168.5,517.78
1168.63,514.36
1168.77,511.5
1168.91,508.86
1169.04,506.56
1169.18,505.77
1169.32,506.36
1169.45,506.02
1169.59,506.7
1169.73,508.76
1169.86,511.0
1170.0,513.22
1170.14,516.06
1170.28,517.72
1170.41,517.89
1170.55,517.95
1170.69,518.06
1170.82,517.95
1170.96,517.93
1171.1,518.07
1171.23,518.01
1171.37,517.95
1171.51,517.98
1171.65,517.88
1171.78,517.87
1171.92,517.84
1172.06,517.46
1172.2,516.99
1172.33,516.61
1172.47,516.11
1172.61,515.76
1172.74,515.67
1172.88,515.52
1173.02,515.5
1173.16,515.76
1173.3,516.05
1173.43,516.38
1173.57,516.68
1173.71,516.64
1173.85,516.35
1173.98,516.02
1174.12,515.5
1174.26,514.68
1174.4,513.44
1174.54,512.07
1174.67,510.65
1174.81,508.5
1174.95,505.35
1175.09,502.15
1175.23,499.07
1175.36,496.62
1175.5,495.7
1175.64,496.35
1175.78,497.61
1175.92,499.67
1176.06,502.55
1176.19,505.63
1176.33,508.84
1176.47,511.85
1176.61,513.66
1176.75,513.59
1176.89,512.01
1177.03,510.3
1177.16,508.76
1177.3,507.37
1177.44,506.16
1177.58,505.82
1177.72,505.02
1177.86,503.83
1177.99,502.42
1178.13,501.71
1178.27,500.89
1178.41,500.69
1178.55,501.12
1178.69,502.08
1178.83,502.58
1178.97,504.25
1179.11,506.56
1179.24,508.7
1179.38,510.79
1179.52,512.77
1179.66,513.07
1179.8,512.3
1179.94,511.57
1180.08,510.85
1180.22,510.37
1180.36,510.29
1180.5,510.15
1180.64,509.55
1180.78,508.61
1180.92,507.9
1181.06,507.27
1181.19,506.79
1181.33,506.65
1181.47,506.71
1181.61,506.16
1181.75,505.88
1181.89,506.24
1182.03,506.56
1182.17,506.17
1182.31,503.79
1182.45,498.83
1182.59,493.58
1182.73,488.72
1182.87,484.91
1183.01,483.38
1183.15,483.92
1183.29,483.91
1183.43,485.45
1183.57,488.13
1183.71,491.54
1183.85,495.27
1183.99,499.23
1184.13,501.31
1184.27,501.99
1184.41,501.61
1184.55,501.71
1184.69,502.42
1184.83,503.12
1184.97,504.01
1185.11,505.34
1185.26,505.97
1185.4,505.89
1185.54,505.89
1185.68,505.57
1185.82,505.03
1185.96,504.5
1186.1,504.22
1186.24,503.88
1186.38,503.82
1186.52,503.78
1186.66,503.82
1186.8,503.77
1186.94,503.94
1187.08,504.24
1187.22,504.62
1187.37,504.85
1187.51,504.64
1187.65,503.84
1187.79,501.53
1187.93,496.86
1188.07,491.57
1188.21,487.22
1188.35,483.16
1188.49,480.03
1188.64,478.89
1188.78,477.91
1188.92,477.07
1189.06,478.52
1189.2,481.07
1189.34,484.36
1189.48,488.19
1189.63,491.79
1189.77,493.33
1189.91,494.62
1190.05,495.76
1190.19,497.6
1190.33,499.28
1190.48,500.7
1190.62,501.7
1190.76,502.57
1190.9,502.64
1191.04,502.37
1191.19,502.28
1191.33,502.15
1191.47,501.99
1191.61,501.78
1191.75,501.39
1191.9,500.9
1192.04,500.47
1192.18,499.94
1192.32,499.4
1192.46,499.03
1192.61,498.66
1192.75,498.53
1192.89,498.68
1193.03,498.93
1193.18,499.05
1193.32,499.28
1193.46,499.44
1193.6,499.41
1193.74,499.34
1193.89,499.4
1194.03,499.27
1194.17,498.94
1194.31,498.76
1194.46,498.26
1194.6,496.94
1194.74,496.01
1194.89,495.14
1195.03,493.78
1195.17,492.42
1195.31,491.95
1195.46,490.83
1195.6,490.25
1195.74,490.59
1195.89,491.36
1196.03,491.84
1196.17,493.01
1196.31,493.73
1196.46,493.8
1196.6,493.55
1196.74,492.29
1196.89,488.54
1197.03,484.93
1197.18,481.67
1197.32,478.99
1197.46,477.52
1197.6,478.12
1197.75,477.62
1197.89,477.18
1198.04,475.78
1198.18,475.35
1198.32,475.12
1198.47,475.35
1198.61,473.93
1198.75,471.06
1198.9,466.99
1199.04,465.25
1199.19,465.52
1199.33,467.49
1199.47,471.67
1199.62,475.71
1199.76,479.03
1199.9,482.08
1200.05,485.04
1200.19,488.14
1200.34,491.64
1200.48,493.2
1200.62,493.14
1200.77,492.83
1200.91,492.3
1201.06,491.94
1201.2,491.8
1201.35,491.87
1201.49,491.86
1201.63,492.1
1201.78,492.11
1201.92,491.85
1202.07,491.65
1202.21,491.41
1202.36,490.75
1202.5,489.48
1202.65,486.25
1202.79,480.57
1202.94,475.77
1203.08,471.55
1203.22,467.92
1203.37,466.36
1203.51,466.6
1203.66,465.74
1203.8,467.39
1203.95,470.72
1204.09,474.36
1204.24,478.78
1204.38,483.47
1204.53,485.38
1204.67,485.9
1204.82,486.19
1204.96,486.05
1205.11,486.13
1205.26,485.98
1205.4,485.61
1205.55,485.18
1205.69,485.16
1205.84,484.96
1205.98,485.15
1206.13,485.48
1206.27,486.02
1206.42,486.61
1206.56,487.23
1206.71,487.61
1206.85,487.71
1207.0,487.59
1207.15,487.28
1207.29,486.68
1207.44,485.63
1207.58,484.42
1207.73,481.59
1207.88,475.81
1208.02,469.17
1208.17,463.59
1208.31,458.29
1208.46,454.93
1208.6,454.47
1208.75,454.75
1208.9,455.96
1209.04,460.09
1209.19,465.23
1209.34,470.63
1209.48,476.4
1209.63,480.43
1209.78,480.55
1209.92,477.83
1210.07,475.47
1210.21,473.35
1210.36,471.43
1210.51,470.23
1210.65,470.08
1210.8,469.0
1210.95,469.5
1211.09,471.05
1211.24,473.0
1211.39,475.25
1211.53,477.48
1211.68,478.4
1211.83,478.78
1211.97,479.07
1212.12,479.54
1212.27,480.4
1212.42,480.65
1212.56,480.67
1212.71,480.57
1212.86,480.36
1213.0,480.08
1213.15,479.92
1213.3,479.45
1213.44,479.08
1213.59,478.84
1213.74,478.76
1213.89,478.87
1214.03,479.16
1214.18,479.35
1214.33,479.65
1214.48,479.95
1214.62,480.11
1214.77,480.13
1214.92,480.08
1215.07,479.87
1215.21,479.62
1215.36,479.35
1215.51,479.19
1215.66,479.13
1215.81,479.08
1215.95,479.03
1216.1,478.98
1216.25,478.85
1216.4,478.71
1216.55,478.65
1216.69,478.58
1216.84,478.38
1216.99,478.1
1217.14,477.87
1217.29,477.57
1217.43,477.24
1217.58,477.08
1217.73,476.96
1217.88,476.64
1218.03,476.37
1218.18,476.21
1218.32,475.92
1218.47,475.53
1218.62,475.05
1218.77,474.59
1218.92,474.08
1219.07,473.77
1219.21,473.58
1219.36,473.64
1219.51,473.65
1219.66,473.98
1219.81,474.3
1219.96,474.71
1220.11,475.05
1220.26,475.47
1220.41,475.47
1220.55,475.35
1220.7,475.05
1220.85,474.63
1221.0,474.14
1221.15,473.65
1221.3,473.16
1221.45,472.76
1221.6,472.65
1221.75,472.45
1221.9,472.32
1222.05,472.23
1222.19,472.05
1222.34,471.36
1222.49,471.0
1222.64,470.58
1222.79,469.97
1222.94,469.56
1223.09,469.68
1223.24,469.49
1223.39,469.69
1223.54,470.25
1223.69,470.72
1223.84,471.19
1223.99,471.75
1224.14,471.79
1224.29,471.56
1224.44,471.17
1224.59,470.73
1224.74,470.25
1224.89,469.9
1225.04,469.57
1225.19,469.54
1225.34,469.49
1225.49,469.68
1225.64,469.75
1225.79,469.66
1225.94,469.46
1226.09,469.17
1226.24,468.75
1226.39,468.26
1226.54,467.0
1226.69,463.97
1226.84,461.76
1226.99,459.76
1227.15,458.1
1227.3,457.38
1227.45,458.24
1227.6,457.98
1227.75,459.17
1227.9,460.98
1228.05,462.81
1228.2,464.84
1228.35,467.27
1228.5,467.99
1228.65,467.83
1228.8,467.67
1228.95,467.45
1229.1,467.26
1229.26,467.04
1229.41,466.9
1229.56,466.55
1229.71,466.06
1229.86,465.65
1230.01,465.19
1230.16,464.74
1230.31,464.52
1230.47,464.5
1230.62,464.3
1230.77,464.28
1230.92,464.03
1231.07,463.79
1231.22,463.6
1231.38,463.32
1231.53,462.59
1231.68,462.02
1231.83,461.36
1231.98,460.76
1232.13,460.45
1232.29,460.57
1232.44,460.66
1232.59,460.97
1232.74,461.24
1232.89,461.46
1233.05,461.69
1233.2,461.99
1233.35,462.1
1233.5,462.07
1233.65,461.72
1233.81,461.07
1233.96,460.6
1234.11,460.02
1234.26,459.45
1234.42,459.04
1234.57,458.92
1234.72,458.39
1234.87,458.31
1235.03,458.37
1235.18,458.55
1235.33,458.76
1235.48,459.41
1235.64,459.61
1235.79,459.8
1235.94,460.02
1236.09,460.27
1236.25,460.28
1236.4,460.28
1236.55,460.28
1236.7,460.23
1236.86,460.08
1237.01,459.94
1237.16,459.8
1237.32,459.71
1237.47,459.71
1237.62,459.73
1237.78,459.7
1237.93,459.59
1238.08,459.47
1238.24,459.22
1238.39,458.8
1238.54,457.9
1238.7,457.14
1238.85,456.3
1239.0,455.33
1239.16,453.73
1239.31,452.93
1239.46,451.95
1239.62,451.51
1239.77,451.48
1239.93,452.3
1240.08,452.54
1240.23,453.57
1240.39,454.37
1240.54,455.06
1240.69,455.71
1240.85,456.66
1241.0,456.87
1241.16,456.58
1241.31,456.0
1241.46,455.62
1241.62,455.26
1241.77,454.63
1241.93,453.55
1242.08,452.74
1242.24,451.58
1242.39,450.79
1242.55,450.44
1242.7,450.23
1242.85,448.52
1243.01,447.89
1243.16,447.24
1243.32,446.73
1243.47,446.77
1243.63,448.02
1243.78,447.98
1243.94,448.74
1244.09,449.79
1244.24,450.95
1244.4,452.24
1244.56,453.87
1244.71,454.25
1244.86,454.11
1245.02,453.86
1245.18,453.64
1245.33,453.2
1245.48,452.58
1245.64,451.94
1245.8,451.4
1245.95,450.91
1246.11,450.69
1246.26,450.68
1246.42,450.45
1246.57,449.95
1246.73,449.71
1246.88,449.5
1247.04,449.47
1247.19,449.64
1247.35,449.97
1247.51,449.88
1247.66,450.23
1247.82,450.58
1247.97,450.92
1248.13,451.27
1248.28,451.82
1248.44,451.85
1248.59,451.78
1248.75,451.69
1248.91,451.59
1249.06,451.38
1249.22,451.22
1249.38,451.04
1249.53,450.82
1249.69,450.63
1249.84,450.39
1250.0,450.06
1250.16,449.9
1250.31,449.79
1250.47,449.49
1250.63,448.95
1250.78,448.53
1250.94,447.97
1251.09,447.31
1251.25,446.72
1251.41,446.2
1251.56,445.38
1251.72,444.22
1251.88,443.56
1252.04,443.12
1252.19,442.95
1252.35,443.0
1252.51,443.59
1252.66,443.51
1252.82,443.93
1252.98,444.54
1253.13,445.13
1253.29,445.5
1253.45,446.13
1253.6,446.06
1253.76,445.81
1253.92,445.67
1254.08,445.69
1254.23,445.73
1254.39,445.73
1254.55,445.48
1254.7,445.38
1254.86,445.27
1255.02,445.14
1255.18,444.87
1255.33,444.72
1255.49,444.34
1255.65,444.11
1255.81,443.68
1255.97,443.54
1256.12,443.31
1256.28,443.14
1256.44,442.59
1256.6,442.37
1256.76,441.99
1256.91,442.1
1257.07,442.17
1257.23,442.51
1257.39,442.7
1257.55,443.26
1257.7,443.24
1257.86,443.21
1258.02,442.9
1258.18,442.58
1258.34,442.19
1258.49,442.01
1258.65,441.67
1258.81,441.76
1258.97,442.04
1259.13,442.35
1259.29,443.04
1259.45,443.86
1259.6,444.24
1259.76,444.23
1259.92,444.1
1260.08,443.79
1260.24,443.51
1260.4,443.36
1260.56,443.47
1260.72,443.35
1260.88,443.04
1261.03,442.39
1261.19,441.46
1261.35,440.76
1261.51,440.1
1261.67,439.44
1261.83,438.97
1261.99,438.85
1262.15,438.9
1262.31,439.56
1262.47,440.34
1262.63,441.26
1262.79,442.16
1262.94,442.78
1263.1,442.89
1263.26,442.62
1263.42,441.39
1263.58,440.37
1263.74,439.5
1263.9,438.67
1264.06,438.16
1264.22,438.3
1264.38,437.03
1264.54,436.77
1264.7,436.84
1264.86,436.89
1265.02,437.21
1265.18,438.56
1265.34,438.46
1265.5,438.71
1265.66,439.18
1265.82,439.63
1265.98,440.01
1266.14,440.36
1266.3,439.43
1266.46,438.48
1266.63,437.49
1266.79,436.67
1266.94,436.14
1267.11,436.03
1267.27,435.41
1267.43,434.44
1267.59,433.64
1267.75,433.04
1267.91,432.39
1268.07,432.0
1268.23,432.02
1268.39,431.45
1268.55,431.63
1268.71,432.42
1268.88,433.33
1269.04,434.53
1269.2,436.22
1269.36,436.83
1269.52,437.13
1269.68,437.43
1269.84,437.53
1270.0,437.62
1270.16,437.82
1270.32,437.85
1270.49,437.95
1270.65,437.97
1270.81,437.75
1270.97,437.56
1271.13,437.39
1271.29,437.01
1271.46,436.67
1271.62,436.47
1271.78,436.18
1271.94,436.07
1272.1,436.06
1272.27,435.94
1272.43,435.84
1272.59,435.71
1272.75,435.45
1272.91,435.05
1273.07,434.63
1273.24,434.12
1273.4,433.56
1273.56,432.91
1273.72,432.5
1273.89,432.12
1274.05,431.88
1274.21,431.9
1274.37,432.05
1274.54,432.11
1274.7,432.5
1274.86,432.89
1275.02,433.22
1275.19,433.57
1275.35,433.85
1275.51,433.89
1275.67,433.93
1275.84,433.92
1276.0,433.83
1276.16,433.77
1276.32,433.66
1276.49,433.54
1276.65,433.42
1276.81,433.29
1276.98,433.12
1277.14,432.93
1277.3,432.69
1277.46,432.43
1277.63,432.17
1277.79,431.9
1277.95,431.64
1278.12,431.31
1278.28,430.99
1278.44,430.38
1278.61,429.85
1278.77,429.3
1278.94,428.74
1279.1,428.06
1279.26,427.63
1279.43,426.91
1279.59,426.39
1279.75,425.92
1279.92,425.44
1280.08,424.68
1280.25,423.38
1280.41,421.57
1280.57,419.58
1280.74,417.09
1280.9,414.1
1281.07,410.22
1281.23,403.94
1281.39,396.04
1281.56,388.94
1281.72,382.37
1281.89,377.37
1282.05,375.09
1282.22,374.79
1282.38,375.72
1282.55,379.8
1282.71,385.28
1282.87,391.92
1283.04,399.34
1283.2,405.85
1283.37,409.94
1283.53,412.74
1283.7,414.78
1283.86,416.44
1284.03,417.88
1284.19,418.73
1284.36,419.66
1284.52,420.22
1284.69,420.4
1284.85,420.56
1285.02,420.91
1285.18,420.8
1285.35,420.93
1285.51,421.14
1285.68,421.18
1285.84,421.43
1286.01,422.07
1286.17,422.44
1286.34,422.88
1286.51,423.35
1286.67,423.67
1286.84,423.96
1287.0,424.34
1287.17,424.54
1287.33,424.57
1287.5,423.79
1287.66,423.37
1287.83,423.02
1288.0,422.52
1288.16,422.08
1288.33,422.37
1288.49,422.07
1288.66,422.24
1288.83,422.64
1288.99,422.96
1289.16,422.92
1289.32,423.06
1289.49,421.48
1289.66,420.03
1289.82,418.92
1289.99,418.1
1290.16,417.02
1290.32,417.3
1290.49,416.56
1290.66,416.88
1290.82,417.38
1290.99,418.47
1291.16,419.19
1291.32,420.5
1291.49,420.63
1291.66,420.86
1291.82,421.21
1291.99,421.61
1292.16,422.03
1292.32,422.42
1292.49,422.54
1292.66,422.57
1292.82,422.36
1292.99,421.65
1293.16,420.75
1293.33,419.81
1293.49,418.81
1293.66,417.92
1293.83,417.51
1294.0,417.52
1294.16,417.95
1294.33,418.58
1294.5,419.19
1294.67,419.83
1294.83,420.34
1295.0,420.48
1295.17,420.52
1295.34,420.7
1295.51,420.83
1295.67,420.87
1295.84,420.9
1296.01,420.92
1296.18,420.91
1296.34,420.82
1296.51,420.41
1296.68,419.96
1296.85,419.51
1297.02,418.81
1297.19,417.71
1297.35,416.78
1297.52,415.9
1297.69,415.23
1297.86,414.84
1298.03,414.98
1298.19,415.49
1298.36,416.41
1298.53,417.17
1298.7,417.91
1298.87,418.59
1299.04,418.99
1299.21,418.95
1299.38,418.8
1299.55,418.55
1299.71,418.26
1299.88,417.94
1300.05,417.62
1300.22,417.3
1300.39,417.05
1300.56,416.86
1300.73,416.65
1300.9,416.18
1301.07,415.64
1301.24,415.1
1301.41,414.43
1301.57,413.71
1301.74,413.28
1301.91,413.04
1302.08,412.85
1302.25,412.78
1302.42,412.59
1302.59,412.24
1302.76,411.74
1302.93,410.91
1303.1,409.98
1303.27,409.48
1303.44,409.07
1303.61,408.75
1303.78,408.96
1303.95,409.47
1304.12,410.08
1304.29,410.75
1304.46,411.41
1304.63,412.03
1304.8,412.58
1304.97,412.81
1305.14,412.98
1305.31,413.07
1305.48,413.12
1305.65,413.02
1305.82,412.95
1305.99,413.01
1306.17,413.11
1306.34,413.06
1306.51,412.88
1306.68,412.55
1306.85,412.12
1307.02,411.62
1307.19,411.03
1307.36,410.49
1307.53,410.15
1307.7,410.04
1307.87,410.07
1308.04,410.16
1308.22,410.33
1308.39,410.5
1308.56,410.47
1308.73,410.4
1308.9,410.44
1309.07,410.43
1309.24,410.37
1309.42,410.1
1309.59,409.75
1309.76,409.27
1309.93,408.58
1310.1,407.79
1310.27,407.19
1310.44,406.74
1310.62,406.64
1310.79,406.8
1310.96,407.17
1311.13,407.6
1311.3,407.8
1311.47,407.7
1311.65,407.16
1311.82,404.69
1311.99,401.38
1312.16,398.3
1312.34,395.45
1312.51,393.07
1312.68,392.36
1312.85,393.07
1313.03,395.2
1313.2,397.52
1313.37,399.82
1313.54,402.29
1313.71,404.18
1313.89,404.62
1314.06,404.74
1314.23,404.7
1314.41,404.24
1314.58,402.2
1314.75,399.12
1314.92,395.88
1315.1,392.54
1315.27,389.68
1315.44,388.64
1315.62,389.25
1315.79,391.57
1315.96,394.6
1316.14,397.7
1316.31,400.68
1316.48,403.02
1316.66,403.79
1316.83,404.03
1317.0,404.09
1317.18,403.36
1317.35,402.38
1317.52,401.47
1317.7,400.58
1317.87,399.71
1318.04,399.37
1318.22,399.57
1318.39,400.42
1318.56,401.36
1318.74,402.33
1318.91,403.34
1319.09,404.01
1319.26,403.94
1319.44,403.72
1319.61,403.37
1319.78,402.96
1319.96,402.53
1320.13,402.09
1320.31,401.54
1320.48,401.01
1320.66,400.47
1320.83,400.01
1321.0,399.58
1321.18,399.26
1321.35,399.06
1321.53,399.12
1321.7,399.2
1321.88,399.35
1322.05,399.59
1322.23,399.86
1322.4,400.0
1322.58,400.05
1322.75,399.92
1322.93,399.77
1323.1,399.62
1323.28,399.47
1323.45,399.43
1323.63,399.55
1323.8,399.73
1323.98,399.96
1324.15,400.19
1324.33,400.29
1324.5,400.14
1324.68,399.85
1324.85,399.4
1325.03,398.9
1325.2,398.49
1325.38,398.24
1325.56,397.94
1325.73,397.66
1325.91,397.29
1326.08,396.73
1326.26,396.05
1326.44,395.38
1326.61,394.81
1326.79,394.57
1326.96,394.64
1327.14,395.05
1327.32,395.7
1327.49,396.24
1327.67,396.34
1327.84,396.19
1328.02,395.67
1328.2,393.98
1328.37,391.72
1328.55,389.83
1328.73,388.23
1328.9,386.59
1329.08,385.7
1329.26,385.93
1329.43,387.01
1329.61,388.09
1329.79,389.33
1329.96,391.11
